cap-diameter,cap-shape,gill-attachment,gill-color,stem-height,stem-width,stem-color,season,class
295,0,0,4,0.33,286,11,0.888,0
321,0,0,4,0.469,312,11,1.804,0
239,0,0,4,0.052,211,11,1.804,0
242,0,0,5,0.012,215,11,1.804,0
224,0,0,4,0.028,192,11,0.943,0
269,0,0,5,0.449,270,11,0.943,0
253,0,0,4,0.044,252,11,0.943,0
256,0,0,4,0.135,203,11,0.888,0
278,0,0,5,0.485,275,11,0.027,0
230,0,0,5,0.052,244,11,1.804,0
324,0,0,5,0.449,256,11,0.888,0
221,0,0,4,0.048,232,11,0.888,0
284,0,0,5,0.505,288,11,0.027,0
234,0,0,5,0.112,255,11,0.888,0
257,0,0,4,0.004,197,11,0.888,0
220,0,0,5,0.172,214,11,1.804,0
261,0,0,4,0.29,288,11,1.804,0
229,0,0,4,0.199,210,11,0.943,0
255,0,0,4,0.481,307,11,0.888,0
182,0,0,5,0.111,228,11,0.943,0
273,0,0,5,0.067,211,11,0.943,0
254,0,0,5,0.326,237,11,0.943,0
273,0,0,5,0.095,266,11,1.804,0
187,0,0,4,0.008,183,11,0.027,0
233,0,0,5,0.103,237,11,0.027,0
247,0,0,4,0.238,281,11,0.027,0
247,0,0,5,0.218,290,11,0.027,0
294,0,0,4,0.195,235,11,1.804,0
250,0,0,4,0.147,226,11,0.027,0
243,0,0,4,0.047,261,11,1.804,0
299,0,0,5,0.234,258,11,0.888,0
288,0,0,4,0.358,321,11,1.804,0
191,0,0,4,0.454,174,11,0.888,0
215,0,0,5,0.156,230,11,0.888,0
258,0,0,4,0.144,230,11,0.888,0
202,0,0,4,0.136,213,11,0.888,0
274,0,0,5,0.064,201,11,0.943,0
295,0,0,4,0.226,284,11,0.888,0
272,0,0,5,0.437,246,11,0.888,0
259,0,0,4,0.405,293,11,0.943,0
181,0,0,5,0.223,199,11,0.027,0
252,0,0,4,0.012,231,11,0.943,0
213,0,0,4,0.051,218,11,0.027,0
322,0,0,5,0.425,275,11,0.888,0
222,0,0,4,0.278,286,11,0.027,0
255,0,0,5,0.04,216,11,0.943,0
221,0,0,4,0.219,183,11,1.804,0
221,0,0,4,0.031,212,11,1.804,0
255,0,0,4,0.155,246,11,0.888,0
257,0,0,4,0.111,247,11,0.027,0
305,0,0,5,0.577,280,11,1.804,0
281,0,0,5,0.203,189,11,1.804,0
215,0,0,4,0.015,223,11,0.027,0
263,0,0,4,0.039,246,11,0.027,0
203,0,0,4,0.322,203,11,0.027,0
303,0,0,5,0.294,322,11,0.027,0
239,0,0,4,0.099,234,11,0.027,0
283,0,0,5,0.246,218,11,0.943,0
301,0,0,5,0.509,315,11,0.943,0
252,0,0,4,0.144,198,11,0.027,0
223,0,0,5,0.083,204,11,0.943,0
55,4,0,3,1.361,93,11,0.027,0
69,0,0,3,1.047,99,11,0.943,0
35,4,0,3,1.226,75,11,0.888,0
53,4,0,3,1.278,95,11,0.888,0
70,0,0,3,1.099,108,11,0.888,0
45,0,0,3,1.079,121,11,0.943,0
51,4,0,3,1.003,105,11,1.804,0
38,0,0,3,1.465,68,11,0.027,0
55,0,0,3,1.333,86,11,0.943,0
51,0,0,3,1.226,100,11,0.888,0
73,0,0,3,1.035,112,11,0.027,0
59,0,0,3,1.174,95,11,1.804,0
44,4,0,3,1.246,94,11,1.804,0
48,0,0,3,1.19,113,11,0.888,0
62,4,0,3,1.357,89,11,1.804,0
88,0,0,3,1.202,126,11,0.943,0
65,0,0,3,1.246,110,11,0.943,0
53,0,0,3,1.238,109,11,0.027,0
64,0,0,3,1.186,85,11,0.943,0
61,0,0,3,1.194,103,11,1.804,0
68,0,0,3,1.405,89,11,0.943,0
71,0,0,3,1.361,103,11,0.027,0
52,0,0,3,1.099,120,11,0.943,0
53,4,0,3,1.401,90,11,1.804,0
50,4,0,3,1.198,124,11,0.027,0
78,0,0,3,1.126,112,11,0.943,0
14,4,0,3,1.473,68,11,1.804,0
60,0,0,3,1.146,97,11,0.943,0
82,4,0,3,1.138,123,11,0.943,0
9,0,0,3,1.52,73,11,0.027,0
12,0,0,3,1.52,71,11,0.888,0
96,0,0,3,0.999,101,11,1.804,0
57,4,0,3,1.146,104,11,0.027,0
29,0,0,3,1.306,95,11,0.027,0
32,4,0,3,1.325,87,11,1.804,0
65,0,0,3,1.306,111,11,0.888,0
44,0,0,3,1.166,100,11,1.804,0
55,0,0,3,1.278,113,11,0.027,0
77,4,0,3,1.528,78,11,1.804,0
57,0,0,3,1.202,104,11,0.943,0
48,4,0,3,1.146,107,11,1.804,0
56,4,0,3,1.186,117,11,1.804,0
59,4,0,3,1.274,101,11,0.888,0
38,0,0,3,1.433,67,11,0.027,0
42,4,0,3,1.31,80,11,0.027,0
56,0,0,3,0.991,134,11,0.027,0
85,4,0,3,1.409,90,11,1.804,0
76,0,0,3,1.246,106,11,0.943,0
58,4,0,3,1.238,100,11,0.943,0
39,0,0,3,1.329,79,11,0.943,0
56,4,0,3,1.17,92,11,0.888,0
40,4,0,3,1.54,91,11,1.804,0
42,0,0,3,1.325,95,11,0.027,0
33,0,0,3,1.357,76,11,0.027,0
71,4,0,3,1.238,88,11,1.804,0
52,4,0,3,1.146,106,11,0.943,0
68,4,0,3,1.321,86,11,1.804,0
62,4,0,3,1.381,86,11,0.888,0
23,4,0,3,1.397,64,11,1.804,0
54,0,0,3,1.425,58,11,0.027,0
54,4,0,3,1.095,125,11,0.027,0
45,4,0,3,1.294,110,11,0.888,0
48,0,0,3,1.075,105,11,1.804,0
68,4,0,3,1.25,115,11,0.888,0
72,0,0,3,1.234,111,11,0.943,0
59,4,0,3,1.162,113,11,0.027,0
56,4,0,3,1.437,79,11,0.027,0
95,0,0,3,0.943,118,11,0.943,0
53,0,0,3,1.202,116,11,1.804,0
41,4,0,3,1.23,107,11,0.027,0
74,0,0,3,1.182,91,11,0.888,0
74,0,0,3,1.182,103,11,0.943,0
48,0,0,3,1.353,88,11,0.943,0
78,0,0,3,1.17,122,11,1.804,0
39,4,0,3,1.329,82,11,0.943,0
69,4,0,3,1.115,123,11,0.888,0
56,0,0,3,1.115,110,11,0.027,0
43,4,0,3,1.365,76,11,0.943,0
8,4,0,3,1.417,55,11,1.804,0
56,4,0,3,1.361,79,11,0.943,0
83,0,0,3,1.282,88,11,1.804,0
86,4,0,3,1.154,99,11,0.027,0
34,4,0,3,1.21,104,11,0.888,0
42,4,0,3,1.365,61,11,1.804,0
71,0,0,3,1.401,77,11,0.943,0
59,4,0,3,1.226,98,11,0.027,0
38,0,0,3,1.489,73,11,1.804,0
49,0,0,3,1.429,64,11,0.027,0
57,4,0,3,1.119,113,11,0.888,0
57,0,0,3,1.353,95,11,0.888,0
84,0,0,3,1.095,109,11,0.888,0
67,4,0,3,1.162,93,11,0.027,0
29,0,0,3,1.548,55,11,0.027,0
48,0,0,3,1.266,97,11,0.027,0
75,0,0,3,1.146,135,11,1.804,0
55,4,0,3,1.134,122,11,0.888,0
58,4,0,3,1.254,102,11,1.804,0
93,0,0,3,1.079,135,11,0.027,0
44,0,0,3,1.349,89,11,0.888,0
49,4,0,3,1.282,92,11,1.804,0
59,0,0,3,1.246,97,11,0.943,0
69,0,0,3,1.142,101,11,0.027,0
39,4,0,3,1.313,84,11,0.888,0
33,4,0,3,1.345,77,11,1.804,0
64,0,0,3,1.512,91,11,0.888,0
30,4,0,3,1.417,89,11,1.804,0
58,0,0,3,1.186,99,11,0.027,0
60,4,0,3,1.027,131,11,0.888,0
39,4,0,3,1.222,88,11,1.804,0
29,4,0,3,1.552,64,11,0.888,0
58,0,0,3,1.317,103,11,1.804,0
75,4,0,3,1.306,92,11,0.888,0
68,4,0,3,1.075,98,11,0.027,0
85,4,0,3,1.325,94,11,0.943,0
38,0,0,3,1.29,106,11,0.027,0
51,4,0,3,1.489,81,11,0.027,0
63,4,0,3,1.234,105,11,1.804,0
66,0,0,3,1.306,94,11,0.888,0
75,0,0,3,1.035,120,11,0.888,0
53,4,0,3,1.254,108,11,0.888,0
40,4,0,3,1.441,66,11,0.943,0
67,0,0,3,1.186,117,11,0.943,0
44,0,0,3,1.138,95,11,0.888,0
63,4,0,3,1.142,114,11,0.943,0
86,4,0,3,1.282,92,11,0.027,0
67,4,0,3,1.218,124,11,1.804,0
26,0,0,3,1.616,88,11,0.888,0
45,0,0,3,1.27,102,11,0.888,0
39,0,0,3,1.501,65,11,0.943,0
76,0,0,3,0.963,116,11,0.027,0
52,0,0,3,1.433,77,11,1.804,0
43,0,0,3,1.298,85,11,0.943,0
78,0,0,3,1.178,139,11,1.804,0
50,4,0,3,1.23,100,11,0.888,0
51,0,0,3,1.298,90,11,1.804,0
53,0,0,3,1.357,103,11,0.027,0
75,4,0,3,0.983,113,11,0.888,0
61,0,0,3,1.214,95,11,0.943,0
33,4,0,3,1.337,84,11,0.943,0
36,4,0,3,1.095,113,11,1.804,0
45,0,0,3,1.15,115,11,0.943,0
62,4,0,3,1.246,96,11,0.888,0
38,4,0,3,1.194,104,11,0.943,0
65,4,0,3,1.178,102,11,0.943,0
56,0,0,3,1.385,92,11,0.943,0
86,4,0,3,1.103,109,11,0.888,0
74,0,0,3,1.015,122,11,1.804,0
35,0,0,3,1.493,63,11,0.027,0
36,4,0,3,1.317,95,11,0.027,0
64,0,0,3,1.329,92,11,0.027,0
65,4,0,3,1.365,91,11,0.888,0
51,0,0,3,1.194,107,11,0.943,0
39,4,0,3,1.29,109,11,1.804,0
69,4,0,3,1.234,99,11,0.943,0
39,0,0,3,1.333,83,11,0.027,0
64,4,0,3,1.485,78,11,0.027,0
45,0,0,3,1.333,86,11,0.888,0
46,4,0,3,1.313,100,11,0.943,0
77,0,0,3,1.079,119,11,0.943,0
73,4,0,3,1.369,93,11,0.943,0
52,4,0,3,1.19,115,11,1.804,0
66,0,0,3,1.294,89,11,0.943,0
35,4,0,3,1.405,85,11,1.804,0
23,4,0,3,1.286,79,11,1.804,0
52,0,0,3,1.103,123,11,0.943,0
54,4,0,3,1.186,104,11,0.888,0
37,0,0,3,1.341,96,11,0.943,0
81,0,0,3,1.142,115,11,0.027,0
70,0,0,3,1.481,92,11,0.943,0
44,4,0,3,1.21,85,11,1.804,0
53,0,0,3,1.433,103,11,0.888,0
80,4,0,3,1.449,84,11,0.943,0
45,0,0,3,1.385,88,11,0.943,0
41,4,0,3,1.445,87,11,1.804,0
55,4,0,3,1.294,97,11,0.943,0
64,0,0,3,1.254,97,11,0.943,0
46,0,0,3,1.481,57,11,0.027,0
45,0,0,3,1.317,108,11,1.804,0
55,0,0,3,1.254,76,11,0.888,0
55,4,0,3,1.194,98,11,0.888,0
55,4,0,3,1.254,76,11,0.888,0
56,0,0,3,1.27,96,11,1.804,0
18,0,0,3,1.497,85,11,0.027,0
41,0,0,3,1.313,92,11,0.943,0
47,0,0,3,1.385,64,11,0.888,0
53,0,0,3,1.222,94,11,1.804,0
47,4,0,3,1.282,96,11,0.943,0
75,4,0,3,1.214,99,11,0.027,0
75,0,0,3,1.134,112,11,0.888,0
49,0,0,3,1.373,73,11,0.888,0
37,4,0,3,1.186,100,11,0.888,0
82,4,0,3,1.17,102,11,0.027,0
84,0,0,3,1.25,102,11,0.943,0
36,4,0,3,1.536,87,11,0.943,0
67,0,0,3,1.218,97,11,1.804,0
50,4,0,3,1.238,109,11,0.027,0
63,4,0,3,1.202,118,11,1.804,0
61,0,0,3,1.361,95,11,0.943,0
36,4,0,3,1.54,62,11,0.943,0
51,0,0,3,1.091,115,11,0.943,0
36,0,0,3,1.27,104,11,0.027,0
41,4,0,3,1.381,89,11,1.804,0
63,4,0,3,1.138,116,11,1.804,0
39,0,0,3,1.286,91,11,0.027,0
53,0,0,3,1.142,119,11,0.888,0
64,4,0,3,1.294,103,11,0.027,0
52,0,0,3,1.142,94,11,0.027,0
56,4,0,3,1.278,98,11,0.943,0
45,0,0,3,1.286,83,11,1.804,0
25,4,0,3,1.489,69,11,0.943,0
57,0,0,3,1.186,105,11,1.804,0
43,0,0,3,1.302,96,11,0.943,0
59,4,0,3,1.019,119,11,0.027,0
58,4,0,3,1.119,105,11,0.888,0
72,0,0,3,1.393,95,11,0.027,0
47,0,0,3,1.345,111,11,0.027,0
43,4,0,3,1.202,80,11,0.943,0
88,4,0,3,1.087,121,11,0.943,0
46,4,0,3,1.298,84,11,0.027,0
50,0,0,3,1.349,72,11,0.027,0
51,4,0,3,1.27,104,11,1.804,0
63,0,0,3,1.278,76,11,0.943,0
47,0,0,3,1.138,108,11,1.804,0
65,0,0,3,1.361,100,11,0.027,0
44,0,0,3,1.218,97,11,1.804,0
42,0,0,3,1.321,73,11,0.888,0
51,0,0,3,1.552,64,11,0.943,0
49,4,0,3,1.381,89,11,0.027,0
41,4,0,3,1.321,80,11,1.804,0
89,0,0,3,1.302,89,11,0.943,0
73,0,0,3,1.019,122,11,0.943,0
38,4,0,3,1.437,98,11,0.888,0
39,4,0,3,1.055,115,11,0.943,0
40,0,0,3,1.433,91,11,0.027,0
72,0,0,3,1.329,128,11,0.888,0
76,4,0,3,1.198,106,11,0.027,0
84,0,0,3,1.075,88,11,0.888,0
43,4,0,3,1.417,93,11,0.888,0
47,0,0,3,1.321,81,11,0.943,0
65,4,0,3,1.345,80,11,0.027,0
36,0,0,3,1.111,108,11,0.888,0
54,4,0,3,1.266,119,11,0.888,0
32,0,0,3,1.552,60,11,1.804,0
91,4,0,3,1.23,97,11,1.804,0
44,4,0,3,1.298,75,11,1.804,0
66,0,0,3,1.15,105,11,0.943,0
64,4,0,3,1.27,108,11,0.888,0
61,4,0,3,1.222,105,11,0.943,0
64,0,0,3,1.286,96,11,0.888,0
51,4,0,3,1.21,116,11,1.804,0
70,0,0,3,1.254,91,11,0.943,0
48,0,0,3,1.433,86,11,1.804,0
26,0,0,3,1.417,95,11,0.027,0
54,0,0,3,1.182,100,11,1.804,0
80,0,0,3,1.202,116,11,0.888,0
58,4,0,3,1.457,95,11,0.027,0
70,0,0,3,1.278,93,11,0.888,0
65,0,0,3,1.107,135,11,0.027,0
52,0,0,3,1.373,81,11,0.027,0
75,0,0,3,0.955,117,11,0.888,0
43,0,0,3,1.254,82,11,0.027,0
40,4,0,3,1.377,95,11,0.027,0
52,4,0,3,1.174,96,11,0.888,0
39,4,0,3,1.425,85,11,0.943,0
87,4,0,3,1.25,97,11,1.804,0
60,0,0,3,1.246,86,11,0.888,0
60,0,0,3,1.258,106,11,0.888,0
53,4,0,3,1.282,106,11,1.804,0
87,0,0,3,0.955,132,11,0.943,0
56,0,0,3,1.194,123,11,0.943,0
76,4,0,3,1.254,76,11,1.804,0
41,4,0,3,1.214,108,11,0.943,0
50,4,0,3,1.306,110,11,0.943,0
85,0,0,3,1.25,95,11,1.804,0
85,4,0,3,0.943,122,11,0.888,0
49,4,0,3,1.298,100,11,1.804,0
34,4,0,3,1.337,95,11,1.804,0
41,4,0,3,1.353,88,11,1.804,0
48,4,0,3,1.385,88,11,0.943,0
94,0,0,3,0.975,117,11,0.943,0
60,4,0,3,0.991,126,11,0.888,0
65,4,0,3,1.067,125,11,0.943,0
59,0,0,3,1.134,89,11,1.804,0
54,4,0,3,1.174,110,11,0.943,0
76,0,0,3,1.262,120,11,0.943,0
64,0,0,3,1.15,103,11,0.888,0
55,0,0,3,1.202,107,11,1.804,0
73,0,0,3,1.071,102,11,0.943,0
54,4,0,3,1.298,100,11,0.027,0
71,4,0,3,1.13,122,11,0.027,0
48,4,0,3,1.532,42,11,0.943,0
49,0,0,3,1.345,72,11,0.888,0
47,4,0,3,1.409,60,11,1.804,0
40,4,0,3,1.242,81,11,1.804,0
74,0,0,3,1.182,101,11,1.804,0
42,4,0,3,1.079,129,11,0.027,0
70,0,0,3,1.214,115,11,0.943,0
42,0,0,3,1.23,79,11,0.027,0
56,4,0,3,1.266,106,11,0.888,0
59,4,0,3,1.258,111,11,0.888,0
57,0,0,3,1.206,99,11,0.943,0
17,4,0,3,1.361,89,11,0.888,0
61,0,0,3,1.023,122,11,0.027,0
93,0,0,3,1.126,116,11,0.943,0
50,4,0,3,1.473,77,11,0.027,0
47,4,0,3,1.461,76,11,0.027,0
58,0,0,3,1.266,95,11,1.804,0
29,4,0,3,1.17,96,11,1.804,0
64,4,0,3,1.222,81,11,0.943,0
68,4,0,3,1.262,92,11,0.888,0
40,0,0,3,1.349,85,11,0.943,0
49,0,0,3,1.389,80,11,0.027,0
69,0,0,3,1.174,116,11,0.027,0
58,4,0,3,1.079,102,11,0.027,0
19,0,0,3,1.528,62,11,0.027,0
41,4,0,3,1.298,83,11,0.888,0
45,4,0,3,1.17,85,11,0.943,0
102,4,0,3,0.995,145,11,0.888,0
48,4,0,3,1.238,103,11,0.888,0
69,0,0,3,1.031,144,11,1.804,0
79,0,0,3,1.067,115,11,0.888,0
74,0,0,3,1.182,106,11,0.888,0
52,0,0,3,1.333,101,11,0.888,0
80,0,0,3,1.027,95,11,1.804,0
46,4,0,3,1.365,85,11,0.943,0
74,0,0,3,1.126,106,11,0.888,0
72,4,0,3,1.158,102,11,1.804,0
78,0,0,3,0.932,123,11,0.943,0
80,4,0,3,1.123,114,11,0.888,0
61,0,0,3,1.214,101,11,0.027,0
25,4,0,3,1.246,88,11,0.943,0
37,4,0,3,1.317,98,11,0.888,0
55,0,0,3,1.345,84,11,0.027,0
43,4,0,3,1.29,111,11,0.027,0
58,4,0,3,1.142,106,11,0.027,0
74,0,0,3,1.23,114,11,1.804,0
63,0,0,3,1.007,122,11,0.888,0
39,0,0,3,1.298,86,11,0.888,0
65,0,0,3,1.564,79,11,0.027,0
37,4,0,3,1.19,97,11,0.888,0
88,0,0,3,1.162,121,11,0.943,0
43,0,0,3,1.254,86,11,1.804,0
57,4,0,3,1.294,87,11,0.027,0
63,0,0,3,1.234,106,11,1.804,0
73,0,0,3,1.023,118,11,0.027,0
63,0,0,3,1.357,105,11,1.804,0
54,0,0,3,1.091,100,11,0.943,0
54,0,0,3,1.202,97,11,0.943,0
68,4,0,3,1.349,90,11,1.804,0
49,4,0,3,1.425,80,11,0.888,0
58,0,0,3,1.461,77,11,0.943,0
48,4,0,3,1.25,121,11,0.888,0
57,0,0,3,1.262,96,11,1.804,0
101,6,0,3,0.49,220,11,1.804,0
118,2,0,4,0.366,204,11,0.888,0
110,6,0,3,0.319,226,11,0.888,0
106,2,0,3,0.697,186,11,0.888,0
114,6,0,3,0.378,199,11,0.943,0
122,2,0,4,0.37,199,11,0.888,0
118,2,0,3,0.53,189,11,0.888,0
88,6,0,4,0.406,211,11,0.027,0
104,6,0,4,0.474,175,11,0.943,0
95,2,0,4,0.565,181,11,0.027,0
101,2,0,3,0.581,196,11,0.888,0
105,6,0,3,0.374,219,11,0.943,0
76,6,0,3,0.589,168,11,0.943,0
105,2,0,3,0.45,197,11,1.804,0
93,2,0,4,0.629,162,11,0.888,0
97,2,0,4,0.498,186,11,0.943,0
129,6,0,3,0.49,204,11,0.943,0
116,6,0,3,0.557,199,11,0.943,0
85,2,0,3,0.645,196,11,0.888,0
104,2,0,4,0.343,198,11,0.888,0
107,6,0,4,0.514,182,11,1.804,0
87,2,0,4,0.506,174,11,0.888,0
116,6,0,4,0.43,207,11,0.943,0
111,2,0,4,0.315,189,11,0.027,0
84,2,0,4,0.709,191,11,1.804,0
102,6,0,3,0.363,201,11,1.804,0
113,2,0,3,0.577,187,11,0.888,0
87,6,0,4,0.557,183,11,0.027,0
100,2,0,4,0.402,191,11,0.943,0
111,6,0,4,0.577,179,11,0.888,0
122,2,0,3,0.534,210,11,0.888,0
134,6,0,3,0.438,223,11,1.804,0
114,6,0,3,0.454,191,11,0.027,0
110,6,0,4,0.366,193,11,0.027,0
91,2,0,3,0.538,199,11,0.888,0
85,6,0,3,0.43,203,11,0.027,0
105,2,0,3,0.454,196,11,1.804,0
61,6,0,3,0.979,141,11,0.888,0
96,6,0,3,0.398,194,11,0.888,0
100,6,0,4,0.561,216,11,1.804,0
106,6,0,4,0.307,197,11,0.888,0
119,6,0,3,0.283,221,11,0.888,0
126,2,0,3,0.247,230,11,1.804,0
85,6,0,4,0.705,172,11,0.027,0
111,6,0,3,0.359,212,11,0.027,0
90,6,0,4,0.526,181,11,0.943,0
90,2,0,4,0.641,177,11,0.943,0
133,2,0,4,0.47,215,11,0.943,0
110,2,0,4,0.41,190,11,0.027,0
137,2,0,4,0.394,198,11,0.943,0
83,2,0,4,0.581,187,11,0.943,0
130,2,0,3,0.43,213,11,0.943,0
111,6,0,4,0.43,201,11,0.888,0
117,6,0,3,0.374,240,11,0.943,0
68,6,0,4,0.534,188,11,1.804,0
108,6,0,3,0.442,200,11,0.888,0
98,6,0,4,0.279,203,11,0.888,0
94,2,0,3,0.557,181,11,1.804,0
125,2,0,3,0.45,200,11,0.888,0
116,6,0,4,0.621,191,11,0.943,0
112,2,0,3,0.534,195,11,0.888,0
126,6,0,4,0.526,190,11,0.027,0
100,6,0,3,0.434,187,11,1.804,0
90,2,0,4,0.565,196,11,1.804,0
82,2,0,3,0.744,163,11,0.027,0
103,2,0,3,0.422,212,11,0.888,0
107,2,0,3,0.235,208,11,0.943,0
107,6,0,4,0.426,201,11,0.888,0
123,2,0,3,0.378,203,11,1.804,0
84,6,0,4,0.542,170,11,0.027,0
120,2,0,4,0.366,215,11,1.804,0
127,2,0,4,0.152,233,11,1.804,0
122,2,0,4,0.331,202,11,0.943,0
119,2,0,3,0.438,188,11,0.027,0
102,2,0,3,0.498,209,11,0.888,0
100,6,0,4,0.621,186,11,0.027,0
79,6,0,4,0.291,206,11,0.888,0
95,6,0,3,0.446,193,11,0.027,0
94,6,0,4,0.653,191,11,0.888,0
115,2,0,4,0.207,192,11,0.943,0
129,2,0,3,0.482,210,11,0.888,0
105,2,0,3,0.554,205,11,1.804,0
80,6,0,4,0.593,174,11,1.804,0
85,6,0,3,0.434,204,11,0.888,0
101,2,0,3,0.343,215,11,0.027,0
128,6,0,3,0.518,191,11,0.943,0
122,6,0,3,0.434,205,11,0.888,0
81,6,0,3,0.649,172,11,1.804,0
103,2,0,4,0.335,193,11,1.804,0
119,2,0,3,0.418,204,11,0.027,0
92,2,0,3,0.41,199,11,0.943,0
108,6,0,4,0.267,193,11,0.943,0
116,2,0,4,0.263,208,11,0.027,0
86,6,0,3,0.482,171,11,0.027,0
100,6,0,4,0.335,199,11,0.027,0
101,6,0,4,0.486,197,11,0.888,0
99,2,0,4,0.486,190,11,0.888,0
117,2,0,4,0.39,198,11,1.804,0
100,6,0,3,0.247,214,11,0.888,0
104,6,0,3,0.561,204,11,0.943,0
115,2,0,4,0.235,239,11,0.943,0
92,2,0,4,0.271,203,11,0.943,0
127,6,0,3,0.363,195,11,0.027,0
79,2,0,4,0.502,187,11,0.943,0
87,2,0,3,0.45,211,11,0.943,0
97,6,0,3,0.637,169,11,0.888,0
124,6,0,4,0.394,221,11,0.888,0
69,6,0,4,0.725,177,11,1.804,0
135,2,0,4,0.219,220,11,1.804,0
117,6,0,3,0.577,207,11,1.804,0
105,2,0,3,0.402,195,11,1.804,0
106,6,0,3,0.514,174,11,0.027,0
99,2,0,4,0.756,157,11,0.027,0
99,2,0,4,0.613,196,11,1.804,0
112,2,0,3,0.426,198,11,0.027,0
90,6,0,3,0.462,214,11,0.027,0
99,6,0,3,0.542,207,11,0.943,0
138,2,0,4,0.231,224,11,0.888,0
132,6,0,3,0.725,179,11,0.027,0
99,2,0,4,0.438,204,11,0.027,0
86,2,0,4,0.573,191,11,0.943,0
96,2,0,3,0.609,194,11,0.943,0
79,6,0,3,0.43,191,11,0.027,0
109,2,0,4,0.343,196,11,0.943,0
92,2,0,4,0.681,171,11,0.888,0
113,6,0,4,0.442,203,11,0.888,0
106,6,0,4,0.581,166,11,0.943,0
111,2,0,4,0.466,186,11,0.027,0
107,6,0,4,0.275,222,11,0.943,0
67,2,0,4,0.434,180,11,0.888,0
111,2,0,3,0.458,211,11,0.888,0
97,6,0,4,0.55,194,11,0.027,0
108,6,0,3,0.343,189,11,0.027,0
120,6,0,3,0.49,202,11,1.804,0
71,2,0,3,0.565,174,11,0.027,0
130,2,0,3,0.434,191,11,0.027,0
71,6,0,4,0.442,187,11,0.027,0
103,6,0,3,0.637,191,11,0.943,0
115,6,0,4,0.498,191,11,1.804,0
104,2,0,3,0.359,211,11,1.804,0
126,6,0,3,0.251,210,11,0.888,0
107,2,0,3,0.49,205,11,0.027,0
123,6,0,3,0.581,188,11,1.804,0
121,2,0,3,0.418,197,11,1.804,0
103,6,0,4,0.442,192,11,0.888,0
126,6,0,3,0.299,204,11,0.888,0
92,2,0,3,0.53,199,11,0.943,0
78,2,0,4,0.478,174,11,0.943,0
119,2,0,3,0.247,212,11,0.027,0
109,6,0,4,0.502,199,11,0.888,0
93,6,0,3,0.534,168,11,1.804,0
92,6,0,3,0.55,186,11,0.943,0
101,6,0,4,0.366,210,11,0.943,0
119,2,0,4,0.458,210,11,1.804,0
86,2,0,3,0.609,172,11,0.888,0
107,6,0,4,0.53,209,11,0.027,0
117,2,0,3,0.271,219,11,0.027,0
102,2,0,3,0.617,188,11,1.804,0
66,2,0,3,0.47,186,11,0.888,0
103,6,0,4,0.621,175,11,1.804,0
89,6,0,3,0.637,167,11,0.943,0
114,6,0,4,0.414,212,11,0.943,0
85,2,0,4,0.323,213,11,0.888,0
128,2,0,3,0.227,230,11,1.804,0
93,6,0,4,0.669,188,11,0.888,0
122,6,0,4,0.311,211,11,1.804,0
118,2,0,3,0.331,207,11,0.943,0
117,6,0,3,0.347,211,11,1.804,0
130,2,0,3,0.394,231,11,0.943,0
98,2,0,3,0.605,184,11,0.888,0
97,6,0,4,0.446,181,11,0.943,0
90,2,0,3,0.458,210,11,1.804,0
107,6,0,4,0.343,201,11,1.804,0
124,6,0,4,0.359,236,11,1.804,0
102,6,0,3,0.363,209,11,0.888,0
90,2,0,3,0.673,175,11,0.888,0
75,6,0,3,0.498,202,11,0.943,0
114,6,0,3,0.565,207,11,0.888,0
106,6,0,3,0.378,198,11,0.027,0
117,6,0,3,0.426,195,11,0.027,0
112,2,0,4,0.426,218,11,1.804,0
117,2,0,4,0.657,174,11,0.888,0
98,6,0,3,0.681,160,11,1.804,0
128,2,0,3,0.275,213,11,0.027,0
104,2,0,4,0.366,198,11,0.888,0
116,6,0,3,0.494,209,11,1.804,0
91,2,0,3,0.434,177,11,0.888,0
93,2,0,4,0.446,190,11,0.943,0
81,2,0,3,0.374,182,11,0.888,0
115,6,0,3,0.239,227,11,0.027,0
101,6,0,4,0.299,211,11,0.943,0
108,6,0,3,0.402,192,11,0.943,0
91,2,0,3,0.752,163,11,0.027,0
139,2,0,3,0.207,241,11,0.027,0
93,6,0,3,0.315,208,11,0.888,0
88,2,0,4,0.649,183,11,0.027,0
90,2,0,4,0.514,198,11,1.804,0
113,6,0,4,0.486,195,11,0.888,0
101,6,0,3,0.474,195,11,1.804,0
82,6,0,3,0.446,182,11,0.943,0
123,6,0,3,0.538,183,11,0.888,0
107,2,0,3,0.267,218,11,0.888,0
113,2,0,3,0.414,204,11,0.888,0
107,2,0,3,0.506,197,11,0.027,0
90,6,0,4,0.442,193,11,0.888,0
106,6,0,4,0.418,210,11,0.888,0
77,2,0,4,0.737,158,11,0.943,0
111,6,0,4,0.526,200,11,0.943,0
103,2,0,4,0.454,192,11,0.027,0
104,6,0,4,0.486,183,11,0.943,0
106,2,0,4,0.398,210,11,0.943,0
104,2,0,3,0.557,217,11,0.943,0
130,6,0,3,0.303,223,11,0.888,0
82,6,0,4,0.486,179,11,0.943,0
103,6,0,4,0.661,188,11,0.027,0
109,2,0,3,0.613,174,11,1.804,0
110,2,0,3,0.386,206,11,1.804,0
79,2,0,4,0.506,206,11,0.027,0
113,6,0,4,0.538,206,11,0.943,0
130,2,0,4,0.211,211,11,0.943,0
