Id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Type
3466,7.60,0.26,0.58,7.90,0.04,62.00,180.00,1.00,3.07,0.38,9.00,5,White Wine
3611,7.40,0.29,0.48,12.80,0.04,61.50,182.00,1.00,3.02,0.34,8.80,5,White Wine
4525,7.80,0.44,0.28,2.70,0.10,18.00,95.00,1.00,3.22,0.67,9.40,5,Red Wine
199,7.90,0.37,0.30,2.70,0.03,64.00,158.00,0.99,3.12,0.59,12.00,7,White Wine
1447,7.00,0.21,0.37,7.20,0.04,36.00,167.00,1.00,3.26,0.56,9.80,6,White Wine
5181,5.70,0.14,0.30,5.40,0.04,26.00,105.00,0.99,3.32,0.45,9.30,5,White Wine
2389,7.70,0.31,0.26,7.80,0.03,23.00,90.00,0.99,3.13,0.50,10.40,5,White Wine
4961,6.80,0.34,0.74,2.80,0.09,23.00,185.00,0.99,3.51,0.70,12.00,6,White Wine
3116,6.50,0.22,0.25,17.10,0.05,44.00,138.00,1.00,3.30,0.37,8.80,5,White Wine
2850,6.60,0.42,0.33,2.80,0.03,15.00,85.00,0.99,3.28,0.51,13.40,6,White Wine
5208,5.70,0.28,0.28,2.20,0.02,15.00,65.00,0.99,3.06,0.52,11.20,6,White Wine
6177,7.20,0.15,0.38,1.20,0.04,18.00,110.00,0.99,3.19,0.43,11.10,6,White Wine
6376,6.90,0.14,0.38,1.00,0.04,22.00,81.00,0.99,3.03,0.54,11.40,6,White Wine
4863,5.00,0.35,0.25,7.80,0.03,24.00,116.00,0.99,3.39,0.40,11.30,6,White Wine
6180,6.60,0.26,0.46,6.90,0.05,59.00,183.00,1.00,3.20,0.45,9.30,5,White Wine
1792,8.50,0.47,0.27,1.90,0.06,18.00,38.00,1.00,3.16,0.85,11.10,6,Red Wine
1483,5.90,0.31,0.30,7.70,0.05,60.00,206.00,0.99,3.20,0.39,9.60,6,White Wine
6434,6.30,0.27,0.25,5.80,0.04,52.00,155.00,0.99,3.28,0.38,9.40,6,White Wine
197,6.10,0.27,0.32,1.10,0.03,24.00,110.00,0.99,3.36,0.40,12.50,6,White Wine
894,7.50,0.27,0.36,7.00,0.04,45.00,164.00,0.99,3.03,0.33,11.00,5,White Wine
6069,7.70,0.57,0.21,1.50,0.07,4.00,9.00,0.99,3.16,0.54,9.80,6,Red Wine
5374,6.70,0.16,0.37,1.30,0.04,45.00,125.00,0.99,3.19,0.51,12.40,7,White Wine
5566,6.70,0.27,0.12,1.30,0.04,62.00,138.00,0.99,3.21,0.42,10.00,6,White Wine
136,6.00,0.24,0.32,6.30,0.03,34.00,129.00,0.99,3.52,0.41,10.40,5,White Wine
2237,11.50,0.42,0.48,2.60,0.08,8.00,20.00,1.00,3.09,0.53,11.00,5,Red Wine
6273,5.70,0.36,0.34,4.20,0.03,21.00,77.00,0.99,3.41,0.45,11.90,6,White Wine
2257,7.40,0.16,0.30,1.40,0.06,34.00,166.00,0.99,3.11,0.42,11.43,6,White Wine
1392,7.90,0.18,0.40,2.20,0.05,38.00,67.00,1.00,3.33,0.93,11.30,5,Red Wine
5496,6.00,0.28,0.25,1.80,0.04,8.00,108.00,0.99,3.08,0.55,9.00,5,White Wine
3419,6.40,0.28,0.41,6.80,0.04,61.00,216.00,1.00,3.09,0.46,9.40,5,White Wine
168,7.30,0.18,0.65,1.40,0.05,28.00,157.00,0.99,3.33,0.62,9.40,6,White Wine
6004,7.00,0.32,0.34,1.30,0.04,20.00,69.00,0.99,3.31,0.65,12.00,7,White Wine
2852,7.60,0.32,0.36,1.60,0.04,32.00,155.00,0.99,3.23,0.52,11.30,6,White Wine
4272,9.50,0.39,0.41,8.90,0.07,18.00,39.00,1.00,3.29,0.81,10.90,7,Red Wine
1561,6.20,0.21,0.52,6.50,0.05,28.00,123.00,0.99,3.22,0.49,9.90,6,White Wine
4419,6.70,0.16,0.64,2.10,0.06,24.00,52.00,0.99,3.34,0.71,11.20,6,Red Wine
508,7.90,0.19,0.45,1.50,0.04,17.00,96.00,0.99,3.13,0.39,11.00,6,White Wine
3186,6.40,0.17,0.27,6.70,0.04,88.00,223.00,0.99,3.28,0.35,10.20,6,White Wine
5918,5.80,0.13,0.22,12.70,0.06,24.00,183.00,1.00,3.32,0.42,11.70,6,White Wine
5149,7.60,0.67,0.10,1.50,0.07,27.00,55.00,1.00,3.39,0.51,9.30,5,Red Wine
1777,6.80,0.15,0.41,12.90,0.04,79.50,182.00,1.00,3.24,0.78,10.20,6,White Wine
3361,7.90,0.18,0.33,1.20,0.03,20.00,72.00,0.99,3.12,0.38,10.50,7,White Wine
146,6.60,0.25,0.36,8.10,0.04,54.00,180.00,1.00,3.08,0.42,9.20,5,White Wine
5393,6.40,0.27,0.45,8.30,0.05,52.00,196.00,1.00,3.18,0.48,9.50,5,White Wine
4317,6.80,0.26,0.22,7.70,0.05,57.00,210.00,1.00,3.10,0.47,9.00,5,White Wine
6484,6.80,0.27,0.35,7.80,0.05,76.00,197.00,1.00,3.24,0.43,9.50,6,White Wine
4605,7.20,0.23,0.39,2.30,0.03,29.00,102.00,0.99,3.26,0.54,12.30,7,White Wine
2562,7.10,0.72,0.00,1.80,0.12,6.00,14.00,1.00,3.45,0.58,9.80,5,Red Wine
6213,6.40,0.23,0.33,1.15,0.04,15.50,217.50,0.99,3.33,0.44,11.00,6,White Wine
5477,6.90,0.38,0.25,9.80,0.04,28.00,191.00,1.00,3.28,0.61,9.20,5,White Wine
908,6.50,0.34,0.36,11.00,0.05,53.00,247.00,1.00,3.44,0.55,9.30,6,White Wine
4652,9.20,0.34,0.27,1.20,0.03,17.00,73.00,0.99,3.08,0.39,10.80,5,White Wine
4981,9.10,0.77,0.04,1.60,0.08,4.00,14.00,1.00,3.29,0.54,9.70,4,Red Wine
2813,6.80,0.63,0.04,1.30,0.06,25.00,133.00,0.99,3.17,0.39,10.20,4,White Wine
5442,6.70,0.35,0.32,9.00,0.03,29.00,113.00,0.99,3.13,0.65,12.90,7,White Wine
3695,7.20,0.25,0.28,14.40,0.06,55.00,205.00,1.00,3.12,0.38,9.00,7,White Wine
6235,6.90,0.58,0.20,1.75,0.06,8.00,22.00,0.99,3.38,0.49,11.70,5,Red Wine
3413,5.80,0.58,0.00,1.50,0.02,33.00,96.00,0.99,3.29,0.38,12.40,6,White Wine
3623,6.80,0.27,0.22,8.10,0.03,55.00,203.00,1.00,3.19,0.52,8.90,5,White Wine
3734,7.40,0.53,0.12,1.90,0.17,4.00,12.00,1.00,3.26,0.86,9.20,5,Red Wine
3486,8.20,0.34,0.49,8.00,0.05,55.00,223.00,1.00,3.08,0.52,10.70,6,White Wine
3729,7.60,0.31,0.34,2.50,0.08,26.00,35.00,0.99,3.22,0.59,12.50,7,Red Wine
967,8.20,0.23,0.37,1.30,0.04,39.00,117.00,0.99,2.99,0.36,10.00,5,White Wine
4370,7.10,0.21,0.40,1.20,0.07,24.00,156.00,0.99,3.42,0.43,10.60,6,White Wine
860,6.50,0.22,0.45,8.00,0.05,52.00,196.00,1.00,3.23,0.48,9.10,6,White Wine
6187,7.10,0.59,0.02,2.30,0.08,24.00,94.00,1.00,3.55,0.53,9.70,6,Red Wine
5203,6.60,0.58,0.02,2.40,0.07,19.00,40.00,0.99,3.38,0.66,12.60,6,Red Wine
433,6.60,0.32,0.27,10.90,0.04,37.00,146.00,1.00,3.24,0.47,10.00,5,White Wine
4905,5.60,0.29,0.05,0.80,0.04,11.00,30.00,0.99,3.36,0.35,9.20,5,White Wine
6237,6.00,0.50,0.00,1.40,0.06,15.00,26.00,0.99,3.36,0.45,9.50,5,Red Wine
1429,6.70,0.44,0.31,1.90,0.03,41.00,104.00,0.99,3.29,0.62,12.60,7,White Wine
4297,8.30,0.39,0.70,10.60,0.04,33.00,169.00,1.00,3.09,0.57,9.40,5,White Wine
3929,6.50,0.18,0.41,14.20,0.04,47.00,129.00,1.00,3.28,0.72,10.30,7,White Wine
2546,7.90,0.18,0.37,1.20,0.04,16.00,75.00,0.99,3.18,0.63,10.80,5,White Wine
6107,8.40,0.19,0.43,2.10,0.05,20.00,104.00,0.99,2.85,0.46,9.50,5,White Wine
329,7.10,0.24,0.41,17.80,0.05,39.00,145.00,1.00,3.32,0.39,8.70,5,White Wine
3612,8.10,0.38,0.48,1.80,0.16,5.00,17.00,1.00,3.30,1.05,9.40,5,Red Wine
209,8.60,0.80,0.11,2.30,0.08,12.00,31.00,1.00,3.40,0.48,9.90,5,Red Wine
6074,6.00,0.29,0.21,15.55,0.04,20.00,142.00,1.00,3.11,0.54,10.10,6,White Wine
3968,7.30,0.26,0.31,1.60,0.04,39.00,173.00,0.99,3.19,0.51,11.40,6,White Wine
1040,5.60,0.50,0.09,2.30,0.05,17.00,99.00,0.99,3.63,0.63,13.00,5,Red Wine
6250,7.00,0.50,0.14,1.80,0.08,10.00,23.00,1.00,3.53,0.61,10.40,5,Red Wine
164,6.80,0.57,0.29,2.20,0.04,15.00,77.00,0.99,3.32,0.74,10.20,5,White Wine
606,6.50,0.29,0.30,9.15,0.05,25.00,166.00,0.99,3.24,0.56,11.33,6,White Wine
5311,7.00,0.13,0.37,12.85,0.04,36.00,105.00,1.00,3.05,0.55,10.70,6,White Wine
1219,6.80,0.18,0.30,12.80,0.06,19.00,171.00,1.00,3.00,0.52,9.00,7,White Wine
1331,6.60,0.19,0.35,1.50,0.04,37.00,107.00,0.99,3.18,0.68,12.00,7,White Wine
4232,9.30,0.34,0.49,7.30,0.05,30.00,146.00,1.00,3.17,0.61,10.20,5,White Wine
952,4.20,0.21,0.23,5.10,0.04,64.00,157.00,1.00,3.42,0.44,8.00,3,White Wine
4955,6.70,0.46,0.24,1.70,0.08,18.00,34.00,0.99,3.39,0.60,10.60,6,Red Wine
3165,8.20,0.37,0.27,1.70,0.03,10.00,59.00,0.99,2.97,0.48,10.40,5,White Wine
6011,5.30,0.58,0.07,7.10,0.04,34.00,145.00,0.99,3.34,0.57,9.70,6,White Wine
2798,7.20,0.62,0.06,2.70,0.08,15.00,85.00,1.00,3.51,0.54,9.50,5,Red Wine
5207,6.50,0.19,0.34,1.60,0.03,39.00,116.00,0.99,3.21,0.68,12.50,6,White Wine
160,7.90,0.69,0.21,2.10,0.08,33.00,141.00,1.00,3.25,0.51,9.90,5,Red Wine
2195,6.10,0.31,0.37,8.40,0.03,70.00,170.00,0.99,3.42,0.40,11.70,8,White Wine
4680,8.70,0.30,0.59,1.70,0.05,10.00,70.00,0.99,3.06,0.56,10.80,4,White Wine
1111,5.80,0.22,0.29,0.90,0.03,34.00,89.00,0.99,3.14,0.36,11.10,7,White Wine
3085,5.80,0.29,0.15,1.10,0.03,12.00,83.00,0.99,3.30,0.40,11.40,6,White Wine
5713,8.40,0.65,0.60,2.10,0.11,12.00,90.00,1.00,3.20,0.52,9.20,5,Red Wine
5240,6.70,0.33,0.42,6.40,0.06,27.00,151.00,1.00,3.16,0.44,9.60,5,White Wine
1908,9.90,0.54,0.26,2.00,0.11,7.00,60.00,1.00,2.94,0.98,10.20,5,Red Wine
2999,7.30,0.18,0.65,1.40,0.05,28.00,157.00,0.99,3.33,0.62,9.40,6,White Wine
2763,8.10,0.38,0.28,2.10,0.07,13.00,30.00,1.00,3.23,0.73,9.70,7,Red Wine
732,8.20,0.23,0.40,7.50,0.05,12.00,76.00,1.00,3.06,0.84,9.70,6,White Wine
5028,7.30,0.18,0.29,1.00,0.04,26.00,101.00,0.99,3.09,0.37,11.70,6,White Wine
281,7.00,0.17,0.37,1.50,0.03,26.00,75.00,0.99,3.30,0.46,10.80,7,White Wine
4896,8.20,0.24,0.30,2.30,0.05,23.00,106.00,0.99,2.98,0.50,10.00,5,White Wine
4566,6.80,0.15,0.30,5.30,0.05,40.00,127.00,0.99,3.40,0.39,9.70,6,White Wine
1308,6.00,0.26,0.15,1.20,0.05,35.00,124.00,0.99,3.08,0.46,8.80,5,White Wine
3396,7.70,0.16,0.41,1.70,0.05,60.00,173.00,0.99,3.24,0.66,11.20,7,White Wine
5654,6.00,0.34,0.29,6.10,0.05,29.00,134.00,0.99,3.48,0.57,10.70,6,White Wine
5347,6.80,0.28,0.39,1.40,0.04,15.00,115.00,0.99,3.27,0.72,11.70,5,White Wine
595,7.80,0.56,0.19,2.10,0.08,15.00,105.00,1.00,3.33,0.54,9.50,5,Red Wine
647,6.40,0.39,0.21,1.20,0.04,35.00,136.00,0.99,3.15,0.46,10.20,5,White Wine
4040,6.50,0.18,0.34,1.60,0.04,43.00,148.00,0.99,3.32,0.59,11.50,8,White Wine
573,6.70,0.21,0.32,5.40,0.05,29.00,140.00,0.99,3.39,0.46,9.70,6,White Wine
5637,5.70,0.24,0.47,6.30,0.07,35.00,182.00,0.99,3.11,0.46,9.73,5,White Wine
3208,6.80,0.24,0.40,1.80,0.05,34.00,105.00,0.99,3.13,0.49,12.80,8,White Wine
3279,8.30,0.21,0.49,19.80,0.05,50.00,231.00,1.00,2.99,0.54,9.20,5,White Wine
5259,7.80,0.28,0.22,1.40,0.06,24.00,130.00,0.99,3.28,0.48,9.50,5,White Wine
1028,8.30,0.20,0.49,1.70,0.04,34.00,169.00,0.99,3.05,0.37,10.10,5,White Wine
4444,5.40,0.46,0.15,2.10,0.03,29.00,130.00,0.99,3.39,0.77,13.40,8,White Wine
2989,6.70,0.45,0.30,5.30,0.04,27.00,165.00,0.99,3.12,0.46,12.20,6,White Wine
5402,8.50,0.19,0.48,1.10,0.03,23.00,58.00,0.99,2.90,0.50,10.50,6,White Wine
586,7.10,0.37,0.67,10.50,0.04,49.00,155.00,1.00,3.16,0.44,8.70,5,White Wine
5940,8.60,0.16,0.38,3.40,0.04,41.00,143.00,0.99,2.95,0.39,10.20,6,White Wine
5102,8.30,0.33,0.42,2.30,0.07,9.00,20.00,0.99,3.38,0.77,12.70,7,Red Wine
3291,7.10,0.23,0.39,13.70,0.06,26.00,172.00,1.00,2.90,0.46,9.00,6,White Wine
2867,7.70,0.39,0.12,1.70,0.10,19.00,27.00,1.00,3.16,0.49,9.40,5,Red Wine
739,6.80,0.25,0.34,14.00,0.03,47.00,133.00,1.00,3.37,0.50,12.20,7,White Wine
4969,7.20,0.20,0.61,16.20,0.04,14.00,103.00,1.00,3.06,0.36,9.20,6,White Wine
4882,6.50,0.33,0.28,6.10,0.02,41.00,103.00,0.99,3.24,0.32,12.20,6,White Wine
3445,7.30,0.23,0.41,14.60,0.05,73.00,223.00,1.00,3.16,0.71,9.40,6,White Wine
5410,9.20,0.32,0.42,1.30,0.05,14.00,186.00,0.99,3.08,0.48,9.60,5,White Wine
437,5.70,0.10,0.27,1.30,0.05,21.00,100.00,0.99,3.27,0.46,9.50,5,White Wine
3898,6.50,0.24,0.24,1.60,0.05,15.00,60.00,0.99,3.19,0.39,9.80,5,White Wine
4011,7.00,0.24,0.34,1.40,0.03,27.00,107.00,0.99,3.06,0.39,11.90,6,White Wine
1847,8.20,0.38,0.49,13.60,0.04,58.00,166.00,1.00,3.10,0.54,9.40,5,White Wine
1532,7.40,0.37,0.43,2.60,0.08,18.00,82.00,1.00,3.33,0.68,9.70,6,Red Wine
1020,6.40,0.21,0.28,5.90,0.05,29.00,101.00,0.99,3.15,0.40,11.00,6,White Wine
941,5.90,0.37,0.14,6.30,0.04,34.00,185.00,0.99,3.17,0.63,9.80,5,White Wine
2903,6.90,0.25,0.24,1.80,0.05,6.00,121.00,0.99,3.23,0.70,11.40,5,White Wine
449,7.40,0.24,0.29,10.10,0.05,21.00,105.00,1.00,3.13,0.35,9.50,5,White Wine
3398,5.00,0.29,0.54,5.70,0.04,54.00,155.00,0.99,3.27,0.34,12.90,8,White Wine
5610,6.50,0.27,0.26,11.00,0.03,2.00,82.00,0.99,3.07,0.36,11.20,5,White Wine
3125,7.00,0.27,0.74,1.50,0.04,27.00,122.00,0.99,3.35,0.48,11.20,6,White Wine
2107,7.80,0.24,0.32,12.20,0.05,42.00,138.00,1.00,3.01,0.54,8.80,5,White Wine
6480,7.20,0.21,0.37,1.60,0.05,23.00,94.00,0.99,3.16,0.48,10.90,7,White Wine
1690,10.20,0.44,0.88,6.20,0.05,20.00,124.00,1.00,2.99,0.51,9.90,4,White Wine
5756,7.80,0.18,0.31,12.20,0.05,46.00,140.00,1.00,3.06,0.53,8.90,6,White Wine
4259,6.80,0.32,0.43,1.60,0.05,4.00,65.00,0.99,3.27,0.47,10.70,5,White Wine
3642,6.60,0.61,0.00,1.60,0.07,4.00,8.00,0.99,3.33,0.37,10.40,4,Red Wine
945,7.60,0.23,0.26,15.30,0.07,32.00,166.00,1.00,3.03,0.44,9.20,4,White Wine
5226,7.50,0.20,0.47,16.90,0.05,51.00,188.00,1.00,3.09,0.62,9.30,5,White Wine
1805,8.20,0.28,0.42,1.80,0.03,30.00,93.00,0.99,3.09,0.39,11.40,5,White Wine
1862,6.45,0.14,0.42,1.20,0.05,51.00,129.00,0.99,3.27,0.69,11.10,7,White Wine
550,7.00,0.44,0.24,12.10,0.06,68.00,210.00,1.00,3.05,0.50,9.50,5,White Wine
3751,6.60,0.20,0.14,4.40,0.18,35.00,168.00,0.99,2.93,0.45,9.40,6,White Wine
1672,13.00,0.32,0.65,2.60,0.09,15.00,47.00,1.00,3.05,0.61,10.60,5,Red Wine
2040,6.30,0.27,0.37,7.90,0.05,58.00,215.00,1.00,3.19,0.48,9.50,6,White Wine
903,7.40,0.16,0.27,15.50,0.05,25.00,135.00,1.00,2.90,0.43,8.70,7,White Wine
5840,12.40,0.40,0.51,2.00,0.06,6.00,24.00,1.00,3.04,0.60,9.30,6,Red Wine
504,9.90,0.44,0.46,2.20,0.09,10.00,41.00,1.00,3.18,0.69,11.90,6,Red Wine
6105,6.80,0.83,0.09,1.80,0.07,4.00,25.00,1.00,3.38,0.45,9.60,5,Red Wine
5896,7.70,0.27,0.61,12.00,0.05,64.00,179.00,1.00,3.07,0.46,8.90,5,White Wine
3811,6.10,0.32,0.24,1.50,0.04,38.00,124.00,0.99,3.29,0.42,12.40,7,White Wine
1479,6.10,0.20,0.17,1.60,0.05,46.00,129.00,0.99,3.30,0.43,11.40,6,White Wine
5593,8.00,0.38,0.44,1.90,0.10,6.00,15.00,1.00,3.30,0.64,11.40,6,Red Wine
5692,7.50,0.17,0.32,1.70,0.04,51.00,148.00,0.99,3.21,0.44,11.50,7,White Wine
4496,10.50,0.43,0.35,3.30,0.09,24.00,70.00,1.00,3.21,0.69,10.50,6,Red Wine
3128,5.00,0.33,0.16,1.50,0.05,10.00,97.00,0.99,3.48,0.44,10.70,6,White Wine
3821,7.30,0.42,0.38,6.80,0.04,29.00,122.00,0.99,3.19,0.37,12.60,7,White Wine
280,5.90,0.30,0.23,4.20,0.04,42.00,119.00,0.99,3.15,0.50,11.00,5,White Wine
2660,7.90,0.66,0.00,1.40,0.10,6.00,13.00,1.00,3.43,0.58,9.50,5,Red Wine
5100,7.60,0.20,0.31,1.40,0.05,41.00,142.00,0.99,3.43,0.53,10.10,6,White Wine
2353,6.00,0.28,0.35,1.90,0.04,16.00,120.00,0.99,3.16,0.69,10.60,5,White Wine
2391,6.10,0.40,0.18,9.00,0.05,28.50,259.00,1.00,3.19,0.50,8.80,5,White Wine
5662,7.40,0.20,0.37,16.95,0.05,43.00,190.00,1.00,3.03,0.42,9.20,6,White Wine
153,7.90,0.65,0.01,2.50,0.08,17.00,38.00,1.00,3.34,0.74,11.70,7,Red Wine
3860,6.10,0.36,0.26,8.15,0.04,14.00,88.00,0.99,3.06,0.27,13.00,7,White Wine
2405,6.20,0.17,0.30,1.10,0.04,14.00,79.00,0.99,3.50,0.54,10.30,6,White Wine
4503,9.60,0.21,0.28,1.20,0.04,12.00,53.00,0.99,2.80,0.46,10.60,5,White Wine
1053,8.00,0.62,0.35,2.80,0.09,28.00,52.00,1.00,3.31,0.62,10.80,5,Red Wine
2977,6.20,0.20,0.49,1.60,0.07,17.00,143.00,0.99,3.22,0.52,9.20,6,White Wine
3893,7.30,0.35,0.24,2.00,0.07,28.00,48.00,1.00,3.43,0.54,10.00,4,Red Wine
2679,6.70,0.54,0.13,2.00,0.08,15.00,36.00,1.00,3.61,0.64,9.80,5,Red Wine
2995,7.20,0.66,0.03,2.30,0.08,16.00,86.00,1.00,3.53,0.57,9.70,5,Red Wine
4950,8.00,0.81,0.25,3.40,0.08,34.00,85.00,1.00,3.19,0.42,9.20,5,Red Wine
4103,6.60,0.30,0.30,4.80,0.17,60.00,166.00,0.99,3.18,0.47,9.40,5,White Wine
2665,7.20,0.36,0.36,5.70,0.04,26.00,98.00,0.99,2.93,0.59,12.50,7,White Wine
3057,7.90,0.26,0.41,15.15,0.04,38.00,216.00,1.00,2.96,0.60,10.00,6,White Wine
6281,5.80,0.20,0.34,1.00,0.04,40.00,86.00,0.99,3.50,0.42,11.70,5,White Wine
851,6.70,0.50,0.38,7.50,0.05,26.00,175.00,1.00,3.32,0.54,9.60,5,White Wine
1400,6.90,0.23,0.38,8.30,0.05,47.00,162.00,1.00,3.34,0.52,10.50,7,White Wine
3793,6.40,0.18,0.74,11.90,0.05,54.00,168.00,1.00,3.58,0.68,10.10,5,White Wine
3331,6.30,0.26,0.42,7.10,0.04,62.00,209.00,1.00,3.20,0.53,9.50,6,White Wine
126,7.30,0.26,0.33,11.80,0.06,48.00,127.00,1.00,3.10,0.55,10.00,6,White Wine
5930,6.00,0.26,0.26,2.20,0.04,10.00,72.00,0.99,3.11,0.48,12.15,6,White Wine
577,8.00,0.59,0.16,1.80,0.07,3.00,16.00,1.00,3.42,0.92,10.50,7,Red Wine
5652,7.10,0.28,0.28,8.50,0.03,25.00,191.00,0.99,3.16,0.46,12.20,7,White Wine
804,5.50,0.34,0.30,2.50,0.07,27.00,128.00,0.99,3.14,0.51,9.60,6,White Wine
5444,7.90,0.19,0.26,2.10,0.04,8.00,143.00,0.99,3.05,0.74,9.80,5,White Wine
3024,8.60,0.27,0.46,6.10,0.03,13.00,41.00,0.99,2.89,0.34,10.90,5,White Wine
112,7.10,0.29,0.34,7.80,0.04,49.00,128.00,0.99,3.21,0.40,10.70,6,White Wine
1967,8.40,0.60,0.10,2.20,0.09,14.00,111.00,1.00,3.15,0.66,9.80,5,Red Wine
650,7.20,0.16,0.35,1.20,0.03,27.00,84.00,0.99,3.33,0.34,9.90,5,White Wine
4333,6.70,0.30,0.44,18.75,0.06,65.00,224.00,1.00,3.11,0.53,9.10,5,White Wine
1384,7.70,0.16,0.49,2.00,0.06,20.00,124.00,0.99,3.32,0.49,10.70,6,White Wine
5086,6.50,0.24,0.32,7.60,0.04,48.00,203.00,1.00,3.45,0.54,9.70,7,White Wine
5979,6.90,0.40,0.14,2.40,0.09,21.00,40.00,1.00,3.43,0.63,9.70,6,Red Wine
5675,7.60,0.48,0.31,2.80,0.07,4.00,15.00,1.00,3.22,0.55,10.30,6,Red Wine
63,7.70,0.32,0.48,2.30,0.04,28.00,114.00,0.99,3.20,0.52,12.80,7,White Wine
3999,6.30,0.26,0.21,4.00,0.03,24.00,125.00,0.99,3.06,0.34,10.70,6,White Wine
3988,7.40,0.25,0.29,2.20,0.05,19.00,49.00,1.00,3.40,0.76,10.90,7,Red Wine
2502,7.30,0.51,0.26,3.30,0.09,7.00,135.00,0.99,3.01,0.52,8.80,5,White Wine
5385,6.90,0.40,0.56,11.20,0.04,40.00,142.00,1.00,3.14,0.46,8.70,5,White Wine
3516,12.20,0.45,0.49,1.40,0.07,3.00,6.00,1.00,3.13,0.63,10.40,5,Red Wine
4699,7.00,0.45,0.34,19.80,0.04,12.00,67.00,1.00,3.07,0.38,11.00,6,White Wine
2671,6.40,0.31,0.40,6.20,0.04,46.00,169.00,1.00,3.15,0.46,9.30,6,White Wine
5539,7.30,0.25,0.27,3.80,0.05,16.00,79.00,0.99,3.07,0.46,11.30,6,White Wine
2387,6.30,0.39,0.16,1.40,0.08,11.00,23.00,1.00,3.34,0.56,9.30,5,Red Wine
1868,8.00,0.52,0.25,2.00,0.08,19.00,59.00,1.00,3.30,0.48,10.20,5,Red Wine
5394,6.60,0.39,0.28,9.20,0.04,10.00,92.00,0.99,3.07,0.35,12.10,6,White Wine
3441,5.70,0.26,0.24,17.80,0.06,23.00,124.00,1.00,3.30,0.50,10.10,5,White Wine
2274,7.40,0.20,0.37,1.20,0.03,28.00,89.00,0.99,3.14,0.61,11.80,6,White Wine
5345,8.10,0.26,0.30,7.80,0.05,39.00,152.00,1.00,2.99,0.58,10.00,6,White Wine
1963,7.30,0.22,0.40,14.75,0.04,44.50,129.50,1.00,3.36,0.41,9.10,7,White Wine
5763,7.60,0.67,0.14,1.50,0.07,25.00,168.00,0.99,3.05,0.51,9.30,5,White Wine
3969,7.30,0.19,0.27,13.90,0.06,45.00,155.00,1.00,2.94,0.41,8.80,8,White Wine
4903,6.60,0.22,0.58,1.10,0.13,52.00,136.00,0.99,3.10,0.30,9.10,5,White Wine
5144,6.60,0.22,0.23,17.30,0.05,37.00,118.00,1.00,3.08,0.46,8.80,6,White Wine
698,6.60,0.26,0.22,18.15,0.05,23.00,139.00,1.00,3.06,0.50,9.20,5,White Wine
292,7.10,0.17,0.43,1.30,0.02,33.00,132.00,0.99,3.11,0.56,11.70,6,White Wine
837,6.00,0.39,0.13,1.20,0.04,60.00,172.00,0.99,3.06,0.52,10.60,5,White Wine
6278,7.70,0.27,0.34,1.80,0.03,26.00,168.00,0.99,2.99,0.48,12.10,7,White Wine
4099,9.00,0.45,0.49,2.60,0.08,21.00,75.00,1.00,3.35,0.57,9.70,5,Red Wine
5346,6.60,0.70,0.08,2.60,0.11,14.00,27.00,1.00,3.44,0.58,10.20,5,Red Wine
4776,6.60,0.38,0.15,4.60,0.04,25.00,78.00,0.99,3.11,0.38,10.20,6,White Wine
5537,7.20,0.27,0.27,2.40,0.05,30.00,149.00,0.99,3.10,0.51,9.20,6,White Wine
4122,6.50,0.26,0.24,10.80,0.04,47.00,130.00,1.00,3.08,0.40,10.10,6,White Wine
736,7.30,0.32,0.35,1.40,0.05,8.00,163.00,0.99,3.24,0.42,10.70,5,White Wine
2296,9.10,0.80,0.00,2.60,0.10,11.00,26.00,1.00,3.35,0.83,9.40,6,Red Wine
4461,9.40,0.27,0.53,2.40,0.07,6.00,18.00,1.00,3.20,1.13,12.00,7,Red Wine
1971,6.50,0.22,0.32,2.20,0.03,36.00,92.00,0.99,3.27,0.59,11.90,7,White Wine
3273,7.00,0.15,0.30,13.30,0.05,46.00,120.00,1.00,3.20,0.36,9.50,7,White Wine
5557,6.60,0.41,0.27,10.70,0.11,20.00,103.00,1.00,3.08,0.41,9.00,6,White Wine
5025,15.50,0.65,0.49,4.20,0.10,10.00,23.00,1.00,2.92,0.74,11.10,5,Red Wine
1671,8.20,0.74,0.09,2.00,0.07,5.00,10.00,0.99,3.28,0.57,11.80,6,Red Wine
2685,7.30,0.26,0.33,17.85,0.05,41.50,195.00,1.00,3.06,0.44,9.10,7,White Wine
2120,7.20,0.37,0.40,11.60,0.03,34.00,214.00,1.00,3.10,0.51,9.80,6,White Wine
4342,6.40,0.30,0.33,5.20,0.05,30.00,137.00,0.99,3.26,0.58,11.10,5,White Wine
1159,7.40,0.19,0.30,12.80,0.05,48.50,229.00,1.00,3.14,0.49,9.10,7,White Wine
1731,6.40,0.57,0.14,3.90,0.07,27.00,73.00,1.00,3.32,0.48,9.20,5,Red Wine
2261,7.60,0.20,0.30,14.20,0.06,53.00,212.50,1.00,3.14,0.46,8.90,8,White Wine
3395,8.60,0.53,0.22,2.00,0.10,7.00,27.00,1.00,3.20,0.56,10.20,6,Red Wine
6246,6.90,0.19,0.33,1.60,0.04,27.00,98.00,0.99,3.09,0.46,12.30,7,White Wine
